# Engine name: 
# Thu Sep 4 20:35:05 2025
#
#************************************************************************************************************************************************************************************
# Results of nested analysis
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
# Ratio, O/F     pc, psi  Nozzle inl  Nozzle exi  rho, kg/m^       Tc, K           M       gamma           k     c*, m/s   Is opt, s   Is vac, s      Cf opt      Cf vac    c.factor 
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     2.1000    321.0000      3.0000     10.0000    983.4439   3315.7581     21.1713      1.1756      1.1541   1783.0334    270.9493    300.2478      1.4902      1.6514      1.0000 
     2.1000    328.0000      3.0000     10.0000    983.4439   3317.8358     21.1753      1.1757      1.1543   1783.2995    271.6010    300.7116      1.4936      1.6537      1.0000 
     2.1000    335.0000      3.0000     10.0000    983.4439   3319.8656     21.1791      1.1758      1.1545   1783.5589    272.2349    301.1630      1.4968      1.6559      1.0000 
     2.1000    342.0000      3.0000     10.0000    983.4439   3321.8495     21.1829      1.1759      1.1547   1783.8117    272.8516    301.6027      1.5000      1.6581      1.0000 
     2.1000    349.0000      3.0000     10.0000    983.4439   3323.7893     21.1866      1.1760      1.1549   1784.0582    273.4521    302.0311      1.5031      1.6602      1.0000 
     2.1000    356.0000      3.0000     10.0000    983.4439   3325.6869     21.1902      1.1761      1.1551   1784.2988    274.0372    302.4489      1.5061      1.6623      1.0000 
     2.1000    363.0000      3.0000     10.0000    983.4439   3327.5440     21.1937      1.1762      1.1553   1784.5337    274.6074    302.8563      1.5091      1.6643      1.0000 
     2.1000    370.0000      3.0000     10.0000    983.4439   3329.3621     21.1972      1.1763      1.1555   1784.7631    275.1635    303.2540      1.5119      1.6663      1.0000 
     2.1000    377.0000      3.0000     10.0000    983.4439   3331.1428     21.2006      1.1764      1.1556   1784.9872    275.7060    303.6423      1.5147      1.6682      1.0000 
     2.1000    384.0000      3.0000     10.0000    983.4439   3332.8875     21.2039      1.1764      1.1558   1785.2062    276.2356    304.0216      1.5174      1.6701      1.0000 
     2.1000    391.0000      3.0000     10.0000    983.4439   3334.5974     21.2071      1.1765      1.1560   1785.4205    276.7528    304.3923      1.5201      1.6719      1.0000 
     2.1000    398.0000      3.0000     10.0000    983.4439   3336.2739     21.2103      1.1766      1.1562   1785.6300    277.2581    304.7548      1.5227      1.6737      1.0000 
     2.1000    405.0000      3.0000     10.0000    983.4439   3337.9182     21.2135      1.1767      1.1563   1785.8351    277.7520    305.1092      1.5252      1.6755      1.0000 
     2.1000    412.0000      3.0000     10.0000    983.4439   3339.5314     21.2165      1.1768      1.1565   1786.0358    278.2349    305.4561      1.5277      1.6772      1.0000 
     2.1000    419.0000      3.0000     10.0000    983.4439   3341.1145     21.2196      1.1769      1.1567   1786.2323    278.7073    305.7956      1.5301      1.6789      1.0000 
     2.1000    426.0000      3.0000     10.0000    983.4439   3342.6687     21.2225      1.1769      1.1569   1786.4249    279.1695    306.1280      1.5325      1.6805      1.0000 
     2.1000    433.0000      3.0000     10.0000    983.4439   3344.1949     21.2254      1.1770      1.1570   1786.6136    279.6220    306.4537      1.5348      1.6821      1.0000 
     2.1000    440.0000      3.0000     10.0000    983.4439   3345.6939     21.2283      1.1771      1.1572   1786.7985    280.0651    306.7728      1.5371      1.6837      1.0000 
     2.1000    447.0000      3.0000     10.0000    983.4439   3347.1667     21.2311      1.1772      1.1573   1786.9799    280.4992    307.0855      1.5393      1.6852      1.0000 
     2.1000    454.0000      3.0000     10.0000    983.4439   3348.6142     21.2339      1.1772      1.1575   1787.1577    280.9245    307.3922      1.5415      1.6867      1.0000 
     2.1000    461.0000      3.0000     10.0000    983.4439   3350.0371     21.2366      1.1773      1.1576   1787.3322    281.3414    307.6930      1.5437      1.6882      1.0000 
     2.1000    468.0000      3.0000     10.0000    983.4439   3351.4362     21.2392      1.1774      1.1578   1787.5034    281.7502    307.9881      1.5457      1.6897      1.0000 
     2.1000    475.0000      3.0000     10.0000    983.4439   3352.8121     21.2419      1.1774      1.1579   1787.6715    282.1512    308.2777      1.5478      1.6911      1.0000 
     2.1000    482.0000      3.0000     10.0000    983.4439   3354.1658     21.2445      1.1775      1.1581   1787.8365    282.5446    308.5619      1.5498      1.6925      1.0000 
     2.1000    489.0000      3.0000     10.0000    983.4439   3355.4976     21.2470      1.1776      1.1582   1787.9985    282.9307    308.8411      1.5518      1.6939      1.0000 
     2.1000    496.0000      3.0000     10.0000    983.4439   3356.8084     21.2495      1.1777      1.1584   1788.1577    283.3096    309.1153      1.5537      1.6953      1.0000 
     2.1000    503.0000      3.0000     10.0000    983.4439   3358.0988     21.2520      1.1777      1.1585   1788.3141    283.6818    309.3846      1.5556      1.6966      1.0000 
     2.1000    510.0000      3.0000     10.0000    983.4439   3359.3692     21.2544      1.1778      1.1587   1788.4678    284.0473    309.6493      1.5575      1.6979      1.0000 
     2.1000    517.0000      3.0000     10.0000    983.4439   3360.6203     21.2568      1.1779      1.1588   1788.6189    284.4064    309.9095      1.5593      1.6992      1.0000 
     2.1000    524.0000      3.0000     10.0000    983.4439   3361.8527     21.2591      1.1779      1.1589   1788.7675    284.7592    310.1653      1.5611      1.7004      1.0000 
     2.1000    531.0000      3.0000     10.0000    983.4439   3363.0667     21.2615      1.1780      1.1591   1788.9136    285.1060    310.4168      1.5629      1.7017      1.0000 
     2.1000    538.0000      3.0000     10.0000    983.4439   3364.2630     21.2637      1.1781      1.1592   1789.0573    285.4470    310.6643      1.5647      1.7029      1.0000 
     2.1500     90.0000      3.0000     10.0000    984.7988   3212.7614     21.1446      1.1713      1.1388   1765.5586    223.6491    268.0672      1.2422      1.4890      1.0000 
     2.1500     97.0000      3.0000     10.0000    984.7988   3221.0141     21.1602      1.1714      1.1394   1766.8042    227.0720    270.3707      1.2604      1.5007      1.0000 
     2.1500    104.0000      3.0000     10.0000    984.7988   3228.6753     21.1747      1.1716      1.1400   1767.9528    230.1804    272.4759      1.2768      1.5114      1.0000 
     2.1500    111.0000      3.0000     10.0000    984.7988   3235.8222     21.1883      1.1717      1.1405   1769.0175    233.0222    274.4109      1.2918      1.5212      1.0000 
     2.1500    118.0000      3.0000     10.0000    984.7988   3242.5177     21.2010      1.1719      1.1410   1770.0090    235.6355    276.1982      1.3055      1.5303      1.0000 
     2.1500    125.0000      3.0000     10.0000    984.7988   3248.8140     21.2129      1.1720      1.1415   1770.9360    238.0508    277.8566      1.3182      1.5386      1.0000 
     2.1500    132.0000      3.0000     10.0000    984.7988   3254.7547     21.2242      1.1721      1.1420   1771.8060    240.2934    279.4014      1.3300      1.5464      1.0000 
     2.1500    139.0000      3.0000     10.0000    984.7988   3260.3767     21.2349      1.1723      1.1424   1772.6250    242.3840    280.8458      1.3409      1.5537      1.0000 
     2.1500    146.0000      3.0000     10.0000    984.7988   3265.7114     21.2451      1.1724      1.1428   1773.3983    244.3398    282.2006      1.3512      1.5605      1.0000 
     2.1500    153.0000      3.0000     10.0000    984.7988   3270.7858     21.2547      1.1725      1.1432   1774.1303    246.1756    283.4753      1.3608      1.5669      1.0000 
     2.1500    160.0000      3.0000     10.0000    984.7988   3275.6233     21.2640      1.1726      1.1436   1774.8250    247.9038    284.6777      1.3698      1.5730      1.0000 
     2.1500    167.0000      3.0000     10.0000    984.7988   3280.2443     21.2728      1.1727      1.1440   1775.4856    249.5351    285.8150      1.3783      1.5787      1.0000 
     2.1500    174.0000      3.0000     10.0000    984.7988   3284.6667     21.2812      1.1728      1.1443   1776.1152    251.0786    286.8931      1.3863      1.5841      1.0000 
     2.1500    181.0000      3.0000     10.0000    984.7988   3288.9064     21.2893      1.1730      1.1447   1776.7162    252.5426    287.9172      1.3939      1.5892      1.0000 
     2.1500    188.0000      3.0000     10.0000    984.7988   3292.9771     21.2971      1.1731      1.1450   1777.2910    253.9338    288.8920      1.4011      1.5940      1.0000 
     2.1500    195.0000      3.0000     10.0000    984.7988   3296.8914     21.3046      1.1732      1.1453   1777.8416    255.2586    289.8216      1.4080      1.5987      1.0000 
     2.1500    202.0000      3.0000     10.0000    984.7988   3300.6605     21.3118      1.1733      1.1456   1778.3697    256.5223    290.7095      1.4146      1.6031      1.0000 
     2.1500    209.0000      3.0000     10.0000    984.7988   3304.2942     21.3187      1.1734      1.1459   1778.8771    257.7297    291.5591      1.4208      1.6073      1.0000 
     2.1500    216.0000      3.0000     10.0000    984.7988   3307.8016     21.3254      1.1734      1.1462   1779.3650    258.8852    292.3730      1.4268      1.6114      1.0000 
     2.1500    223.0000      3.0000     10.0000    984.7988   3311.1908     21.3319      1.1735      1.1465   1779.8349    259.9925    293.1541      1.4325      1.6152      1.0000 
     2.1500    230.0000      3.0000     10.0000    984.7988   3314.4693     21.3382      1.1736      1.1468   1780.2879    261.0552    293.9045      1.4380      1.6190      1.0000 
     2.1500    237.0000      3.0000     10.0000    984.7988   3317.6436     21.3443      1.1737      1.1471   1780.7251    262.0763    294.6263      1.4433      1.6225      1.0000 
     2.1500    244.0000      3.0000     10.0000    984.7988   3320.7200     21.3502      1.1738      1.1473   1781.1474    263.0586    295.3215      1.4483      1.6260      1.0000 
     2.1500    251.0000      3.0000     10.0000    984.7988   3323.7040     21.3559      1.1739      1.1476   1781.5558    264.0047    295.9917      1.4532      1.6293      1.0000 
     2.1500    258.0000      3.0000     10.0000    984.7988   3326.6008     21.3615      1.1740      1.1478   1781.9511    264.9168    296.6385      1.4579      1.6325      1.0000 
     2.1500    265.0000      3.0000     10.0000    984.7988   3329.4151     21.3669      1.1741      1.1481   1782.3339    265.7972    297.2634      1.4625      1.6356      1.0000 
     2.1500    272.0000      3.0000     10.0000    984.7988   3332.1513     21.3721      1.1741      1.1483   1782.7051    266.6476    297.8676      1.4668      1.6386      1.0000 
     2.1500    279.0000      3.0000     10.0000    984.7988   3334.8134     21.3772      1.1742      1.1485   1783.0651    267.4699    298.4524      1.4711      1.6415      1.0000 
     2.1500    286.0000      3.0000     10.0000    984.7988   3337.4050     21.3822      1.1743      1.1487   1783.4147    268.2657    299.0188      1.4751      1.6442      1.0000 
     2.1500    293.0000      3.0000     10.0000    984.7988   3339.9298     21.3871      1.1744      1.1490   1783.7543    269.0364    299.5679      1.4791      1.6470      1.0000 
     2.1500    300.0000      3.0000     10.0000    984.7988   3342.3908     21.3918      1.1745      1.1492   1784.0844    269.7835    300.1005      1.4829      1.6496      1.0000 
     2.1500    307.0000      3.0000     10.0000    984.7988   3344.7910     21.3964      1.1745      1.1494   1784.4056    270.5081    300.6176      1.4866      1.6521      1.0000 
     2.1500    314.0000      3.0000     10.0000    984.7988   3347.1333     21.4009      1.1746      1.1496   1784.7182    271.2115    301.1200      1.4902      1.6546      1.0000 
     2.1500    321.0000      3.0000     10.0000    984.7988   3349.4202     21.4053      1.1747      1.1498   1785.0226    271.8947    301.6083      1.4937      1.6570      1.0000 
     2.1500    328.0000      3.0000     10.0000    984.7988   3351.6542     21.4096      1.1748      1.1500   1785.3193    272.5588    302.0834      1.4971      1.6593      1.0000 
     2.1500    335.0000      3.0000     10.0000    984.7988   3353.8375     21.4138      1.1748      1.1502   1785.6085    273.2047    302.5457      1.5005      1.6616      1.0000 
     2.1500    342.0000      3.0000     10.0000    984.7988   3355.9722     21.4179      1.1749      1.1504   1785.8906    273.8333    302.9960      1.5037      1.6638      1.0000 
     2.1500    349.0000      3.0000     10.0000    984.7988   3358.0604     21.4220      1.1750      1.1506   1786.1659    274.4453    303.4348      1.5068      1.6660      1.0000 
     2.1500    356.0000      3.0000     10.0000    984.7988   3360.1040     21.4259      1.1750      1.1508   1786.4347    275.0415    303.8625      1.5098      1.6681      1.0000 
     2.1500    363.0000      3.0000     10.0000    984.7988   3362.1046     21.4298      1.1751      1.1509   1786.6973    275.6227    304.2798      1.5128      1.6701      1.0000 
     2.1500    370.0000      3.0000     10.0000    984.7988   3364.0640     21.4335      1.1752      1.1511   1786.9539    276.1895    304.6869      1.5157      1.6721      1.0000 
     2.1500    377.0000      3.0000     10.0000    984.7988   3365.9838     21.4372      1.1752      1.1513   1787.2047    276.7425    305.0845      1.5185      1.6740      1.0000 
     2.1500    384.0000      3.0000     10.0000    984.7988   3367.8654     21.4409      1.1753      1.1515   1787.4500    277.2824    305.4728      1.5213      1.6759      1.0000 
     2.1500    391.0000      3.0000     10.0000    984.7988   3369.7103     21.4444      1.1754      1.1516   1787.6901    277.8096    305.8523      1.5240      1.6778      1.0000 
     2.1500    398.0000      3.0000     10.0000    984.7988   3371.5197     21.4479      1.1754      1.1518   1787.9250    278.3247    306.2234      1.5266      1.6796      1.0000 
     2.1500    405.0000      3.0000     10.0000    984.7988   3373.2950     21.4514      1.1755      1.1520   1788.1550    278.8281    306.5862      1.5292      1.6814      1.0000 
     2.1500    412.0000      3.0000     10.0000    984.7988   3375.0373     21.4547      1.1755      1.1521   1788.3802    279.3204    306.9412      1.5317      1.6831      1.0000 
     2.1500    419.0000      3.0000     10.0000    984.7988   3376.7477     21.4580      1.1756      1.1523   1788.6009    279.8020    307.2887      1.5341      1.6848      1.0000 
     2.1500    426.0000      3.0000     10.0000    984.7988   3378.4274     21.4613      1.1757      1.1524   1788.8173    280.2732    307.6290      1.5365      1.6865      1.0000 
     2.1500    433.0000      3.0000     10.0000    984.7988   3380.0773     21.4645      1.1757      1.1526   1789.0293    280.7345    307.9623      1.5389      1.6881      1.0000 
     2.1500    440.0000      3.0000     10.0000    984.7988   3381.6985     21.4676      1.1758      1.1527   1789.2373    281.1863    308.2888      1.5412      1.6897      1.0000 
     2.1500    447.0000      3.0000     10.0000    984.7988   3383.2918     21.4707      1.1758      1.1529   1789.4413    281.6288    308.6089      1.5434      1.6913      1.0000 
     2.1500    454.0000      3.0000     10.0000    984.7988   3384.8582     21.4737      1.1759      1.1530   1789.6415    282.0625    308.9227      1.5456      1.6928      1.0000 
     2.1500    461.0000      3.0000     10.0000    984.7988   3386.3985     21.4767      1.1760      1.1532   1789.8380    282.4876    309.2305      1.5478      1.6943      1.0000 
     2.1500    468.0000      3.0000     10.0000    984.7988   3387.9134     21.4796      1.1760      1.1533   1790.0309    282.9044    309.5325      1.5499      1.6958      1.0000 
     2.1500    475.0000      3.0000     10.0000    984.7988   3389.4038     21.4825      1.1761      1.1535   1790.2203    283.3132    309.8288      1.5520      1.6972      1.0000 
     2.1500    482.0000      3.0000     10.0000    984.7988   3390.8705     21.4853      1.1761      1.1536   1790.4064    283.7143    310.1196      1.5540      1.6986      1.0000 
     2.1500    489.0000      3.0000     10.0000    984.7988   3392.3140     21.4881      1.1762      1.1537   1790.5892    284.1080    310.4053      1.5560      1.7000      1.0000 
     2.1500    496.0000      3.0000     10.0000    984.7988   3393.7351     21.4909      1.1762      1.1539   1790.7689    284.4944    310.6858      1.5580      1.7014      1.0000 
     2.1500    503.0000      3.0000     10.0000    984.7988   3395.1344     21.4936      1.1763      1.1540   1790.9455    284.8739    310.9613      1.5599      1.7027      1.0000 
     2.1500    510.0000      3.0000     10.0000    984.7988   3396.5125     21.4963      1.1763      1.1541   1791.1192    285.2465    311.2321      1.5618      1.7040      1.0000 
     2.1500    517.0000      3.0000     10.0000    984.7988   3397.8701     21.4989      1.1764      1.1543   1791.2900    285.6127    311.4983      1.5636      1.7053      1.0000 
     2.1500    524.0000      3.0000     10.0000    984.7988   3399.2077     21.5015      1.1764      1.1544   1791.4579    285.9725    311.7600      1.5654      1.7066      1.0000 
     2.1500    531.0000      3.0000     10.0000    984.7988   3400.5257     21.5040      1.1765      1.1545   1791.6232    286.3261    312.0173      1.5672      1.7079      1.0000 
     2.1500    538.0000      3.0000     10.0000    984.7988   3401.8249     21.5066      1.1765      1.1546   1791.7858    286.6738    312.2704      1.5690      1.7091      1.0000 
     2.2000     90.0000      3.0000     10.0000    986.1150   3234.6625     21.3520      1.1721      1.1358   1764.9003    223.7277    268.4226      1.2431      1.4915      1.0000 
     2.2000     97.0000      3.0000     10.0000    986.1150   3243.2860     21.3685      1.1722      1.1364   1766.2260    227.1834    270.7750      1.2614      1.5034      1.0000 
     2.2000    104.0000      3.0000     10.0000    986.1150   3251.2985     21.3839      1.1723      1.1369   1767.4503    230.3236    272.9266      1.2779      1.5143      1.0000 
     2.2000    111.0000      3.0000     10.0000    986.1150   3258.7794     21.3982      1.1724      1.1374   1768.5867    233.1964    274.9054      1.2931      1.5243      1.0000 
     2.2000    118.0000      3.0000     10.0000    986.1150   3265.7934     21.4117      1.1725      1.1379   1769.6463    235.8397    276.7343      1.3069      1.5335      1.0000 
     2.2000    125.0000      3.0000     10.0000    986.1150   3272.3943     21.4244      1.1726      1.1384   1770.6383    238.2842    278.4320      1.3197      1.5421      1.0000 
     2.2000    132.0000      3.0000     10.0000    986.1150   3278.6270     21.4364      1.1727      1.1388   1771.5703    240.5549    280.0142      1.3316      1.5500      1.0000 
     2.2000    139.0000      3.0000     10.0000    986.1150   3284.5294     21.4478      1.1728      1.1392   1772.4488    242.6727    281.4939      1.3427      1.5575      1.0000 
     2.2000    146.0000      3.0000     10.0000    986.1150   3290.1340     21.4586      1.1728      1.1396   1773.2791    244.6550    282.8823      1.3530      1.5644      1.0000 
     2.2000    153.0000      3.0000     10.0000    986.1150   3295.4687     21.4688      1.1729      1.1400   1774.0660    246.5163    284.1888      1.3627      1.5709      1.0000 
     2.2000    160.0000      3.0000     10.0000    986.1150   3300.5576     21.4787      1.1730      1.1403   1774.8134    248.2693    285.4216      1.3718      1.5771      1.0000 
     2.2000    167.0000      3.0000     10.0000    986.1150   3305.4218     21.4881      1.1731      1.1407   1775.5250    249.9245    286.5877      1.3804      1.5829      1.0000 
     2.2000    174.0000      3.0000     10.0000    986.1150   3310.0797     21.4971      1.1731      1.1410   1776.2038    251.4913    287.6932      1.3885      1.5884      1.0000 
     2.2000    181.0000      3.0000     10.0000    986.1150   3314.5477     21.5057      1.1732      1.1413   1776.8524    252.9776    288.7435      1.3962      1.5936      1.0000 
     2.2000    188.0000      3.0000     10.0000    986.1150   3318.8401     21.5140      1.1733      1.1416   1777.4732    254.3906    289.7433      1.4035      1.5986      1.0000 
     2.2000    195.0000      3.0000     10.0000    986.1150   3322.9699     21.5220      1.1734      1.1419   1778.0685    255.7365    290.6967      1.4105      1.6033      1.0000 
     2.2000    202.0000      3.0000     10.0000    986.1150   3326.9485     21.5297      1.1734      1.1422   1778.6399    257.0205    291.6075      1.4171      1.6078      1.0000 
     2.2000    209.0000      3.0000     10.0000    986.1150   3330.7863     21.5372      1.1735      1.1425   1779.1893    258.2477    292.4789      1.4234      1.6121      1.0000 
     2.2000    216.0000      3.0000     10.0000    986.1150   3334.4925     21.5443      1.1736      1.1428   1779.7182    259.4224    293.3138      1.4295      1.6162      1.0000 
     2.2000    223.0000      3.0000     10.0000    986.1150   3338.0757     21.5513      1.1736      1.1431   1780.2279    260.5484    294.1148      1.4353      1.6202      1.0000 
     2.2000    230.0000      3.0000     10.0000    986.1150   3341.5434     21.5580      1.1737      1.1433   1780.7196    261.6291    294.8844      1.4408      1.6240      1.0000 
     2.2000    237.0000      3.0000     10.0000    986.1150   3344.9026     21.5645      1.1738      1.1436   1781.1945    262.6677    295.6247      1.4462      1.6276      1.0000 
     2.2000    244.0000      3.0000     10.0000    986.1150   3348.1596     21.5709      1.1738      1.1438   1781.6537    263.6671    296.3377      1.4513      1.6311      1.0000 
     2.2000    251.0000      3.0000     10.0000    986.1150   3351.3203     21.5770      1.1739      1.1440   1782.0980    264.6297    297.0250      1.4562      1.6345      1.0000 
     2.2000    258.0000      3.0000     10.0000    986.1150   3354.3900     21.5830      1.1739      1.1443   1782.5283    265.5580    297.6883      1.4610      1.6377      1.0000 
     2.2000    265.0000      3.0000     10.0000    986.1150   3357.3736     21.5888      1.1740      1.1445   1782.9454    266.4539    298.3290      1.4656      1.6409      1.0000 
     2.2000    272.0000      3.0000     10.0000    986.1150   3360.2755     21.5944      1.1740      1.1447   1783.3500    267.3196    298.9485      1.4700      1.6439      1.0000 
     2.2000    279.0000      3.0000     10.0000    986.1150   3363.1001     21.5999      1.1741      1.1449   1783.7428    268.1567    299.5480      1.4743      1.6469      1.0000 
     2.2000    286.0000      3.0000     10.0000    986.1150   3365.8511     21.6053      1.1742      1.1451   1784.1244    268.9669    300.1287      1.4784      1.6497      1.0000 
     2.2000    293.0000      3.0000     10.0000    986.1150   3368.5321     21.6105      1.1742      1.1453   1784.4953    269.7517    300.6916      1.4824      1.6524      1.0000 
     2.2000    300.0000      3.0000     10.0000    986.1150   3371.1465     21.6156      1.1743      1.1455   1784.8562    270.5125    301.2376      1.4863      1.6551      1.0000 
     2.2000    307.0000      3.0000     10.0000    986.1150   3373.6974     21.6206      1.1743      1.1457   1785.2074    271.2504    301.7676      1.4901      1.6577      1.0000 
     2.2000    314.0000      3.0000     10.0000    986.1150   3376.1876     21.6254      1.1744      1.1459   1785.5495    271.9669    302.2825      1.4937      1.6602      1.0000 
     2.2000    321.0000      3.0000     10.0000    986.1150   3378.6199     21.6302      1.1744      1.1461   1785.8829    272.6628    302.7830      1.4972      1.6626      1.0000 
     2.2000    328.0000      3.0000     10.0000    986.1150   3380.9967     21.6348      1.1745      1.1463   1786.2079    273.3393    303.2698      1.5007      1.6650      1.0000 
     2.2000    335.0000      3.0000     10.0000    986.1150   3383.3205     21.6393      1.1745      1.1465   1786.5250    273.9973    303.7436      1.5040      1.6673      1.0000 
     2.2000    342.0000      3.0000     10.0000    986.1150   3385.5934     21.6438      1.1746      1.1467   1786.8344    274.6377    304.2050      1.5073      1.6696      1.0000 
     2.2000    349.0000      3.0000     10.0000    986.1150   3387.8175     21.6481      1.1746      1.1468   1787.1365    275.2613    304.6546      1.5105      1.6717      1.0000 
     2.2000    356.0000      3.0000     10.0000    986.1150   3389.9949     21.6524      1.1747      1.1470   1787.4317    275.8688    305.0928      1.5135      1.6739      1.0000 
     2.2000    363.0000      3.0000     10.0000    986.1150   3392.1272     21.6565      1.1747      1.1472   1787.7202    276.4610    305.5203      1.5165      1.6760      1.0000 
     2.2000    370.0000      3.0000     10.0000    986.1150   3394.2164     21.6606      1.1748      1.1474   1788.0022    277.0386    305.9374      1.5195      1.6780      1.0000 
     2.2000    377.0000      3.0000     10.0000    986.1150   3396.2639     21.6646      1.1748      1.1475   1788.2781    277.6022    306.3447      1.5223      1.6799      1.0000 
     2.2000    384.0000      3.0000     10.0000    986.1150   3398.2714     21.6686      1.1749      1.1477   1788.5481    278.1523    306.7424      1.5251      1.6819      1.0000 
     2.2000    391.0000      3.0000     10.0000    986.1150   3400.2404     21.6724      1.1749      1.1478   1788.8123    278.6897    307.1311      1.5278      1.6838      1.0000 
     2.2000    398.0000      3.0000     10.0000    986.1150   3402.1721     21.6762      1.1750      1.1480   1789.0711    279.2147    307.5111      1.5305      1.6856      1.0000 
     2.2000    405.0000      3.0000     10.0000    986.1150   3404.0680     21.6799      1.1750      1.1481   1789.3245    279.7278    307.8828      1.5331      1.6874      1.0000 
     2.2000    412.0000      3.0000     10.0000    986.1150   3405.9292     21.6835      1.1751      1.1483   1789.5729    280.2296    308.2463      1.5356      1.6892      1.0000 
     2.2000    419.0000      3.0000     10.0000    986.1150   3407.7569     21.6871      1.1751      1.1484   1789.8164    280.7205    308.6022      1.5381      1.6909      1.0000 
     2.2000    426.0000      3.0000     10.0000    986.1150   3409.5524     21.6906      1.1751      1.1486   1790.0551    281.2009    308.9506      1.5405      1.6926      1.0000 
     2.2000    433.0000      3.0000     10.0000    986.1150   3411.3166     21.6941      1.1752      1.1487   1790.2892    281.6711    309.2919      1.5429      1.6942      1.0000 
     2.2000    440.0000      3.0000     10.0000    986.1150   3413.0505     21.6975      1.1752      1.1489   1790.5189    282.1317    309.6262      1.5452      1.6958      1.0000 
     2.2000    447.0000      3.0000     10.0000    986.1150   3414.7552     21.7008      1.1753      1.1490   1790.7444    282.5828    309.9540      1.5475      1.6974      1.0000 
     2.2000    454.0000      3.0000     10.0000    986.1150   3416.4315     21.7041      1.1753      1.1491   1790.9657    283.0249    310.2752      1.5497      1.6989      1.0000 
     2.2000    461.0000      3.0000     10.0000    986.1150   3418.0803     21.7074      1.1754      1.1493   1791.1831    283.4583    310.5903      1.5519      1.7005      1.0000 
     2.2000    468.0000      3.0000     10.0000    986.1150   3419.7025     21.7105      1.1754      1.1494   1791.3965    283.8833    310.8995      1.5541      1.7020      1.0000 
     2.2000    475.0000      3.0000     10.0000    986.1150   3421.2989     21.7137      1.1754      1.1495   1791.6062    284.3001    311.2028      1.5562      1.7034      1.0000 
     2.2000    482.0000      3.0000     10.0000    986.1150   3422.8702     21.7168      1.1755      1.1497   1791.8123    284.7091    311.5006      1.5582      1.7049      1.0000 
     2.2000    489.0000      3.0000     10.0000    986.1150   3424.4172     21.7198      1.1755      1.1498   1792.0149    285.1104    311.7929      1.5602      1.7063      1.0000 
     2.2000    496.0000      3.0000     10.0000    986.1150   3425.9405     21.7228      1.1756      1.1499   1792.2140    285.5044    312.0800      1.5622      1.7076      1.0000 
     2.2000    503.0000      3.0000     10.0000    986.1150   3427.4409     21.7257      1.1756      1.1500   1792.4099    285.8913    312.3621      1.5642      1.7090      1.0000 
     2.2000    510.0000      3.0000     10.0000    986.1150   3428.9190     21.7286      1.1756      1.1502   1792.6025    286.2713    312.6393      1.5661      1.7103      1.0000 
     2.2000    517.0000      3.0000     10.0000    986.1150   3430.3755     21.7315      1.1757      1.1503   1792.7921    286.6447    312.9117      1.5680      1.7116      1.0000 
     2.2000    524.0000      3.0000     10.0000    986.1150   3431.8108     21.7343      1.1757      1.1504   1792.9785    287.0116    313.1795      1.5698      1.7129      1.0000 
     2.2000    531.0000      3.0000     10.0000    986.1150   3433.2256     21.7371      1.1757      1.1505   1793.1621    287.3722    313.4428      1.5716      1.7142      1.0000 
     2.2000    538.0000      3.0000     10.0000    986.1150   3434.6204     21.7398      1.1758      1.1506   1793.3428    287.7267    313.7018      1.5734      1.7154      1.0000 
     2.2500     90.0000      3.0000     10.0000    987.3940   3253.3533     21.5519      1.1734      1.1334   1763.4189    223.6837    268.6030      1.2439      1.4937      1.0000 
     2.2500     97.0000      3.0000     10.0000    987.3940   3262.3015     21.5693      1.1734      1.1339   1764.8138    227.1672    271.0003      1.2623      1.5059      1.0000 
     2.2500    104.0000      3.0000     10.0000    987.3940   3270.6220     21.5854      1.1735      1.1344   1766.1036    230.3349    273.1948      1.2790      1.5170      1.0000 
     2.2500    111.0000      3.0000     10.0000    987.3940   3278.3961     21.6005      1.1735      1.1349   1767.3021    233.2346    275.2147      1.2942      1.5271      1.0000 
     2.2500    118.0000      3.0000     10.0000    987.3940   3285.6901     21.6147      1.1736      1.1353   1768.4210    235.9042    277.0828      1.3082      1.5365      1.0000 
     2.2500    125.0000      3.0000     10.0000    987.3940   3292.5590     21.6281      1.1736      1.1357   1769.4696    238.3745    278.8181      1.3211      1.5452      1.0000 
     2.2500    132.0000      3.0000     10.0000    987.3940   3299.0488     21.6407      1.1737      1.1361   1770.4558    240.6704    280.4361      1.3331      1.5534      1.0000 
     2.2500    139.0000      3.0000     10.0000    987.3940   3305.1986     21.6527      1.1737      1.1365   1771.3862    242.8128    281.9502      1.3442      1.5609      1.0000 
     2.2500    146.0000      3.0000     10.0000    987.3940   3311.0415     21.6641      1.1738      1.1369   1772.2665    244.8190    283.3714      1.3547      1.5680      1.0000 
     2.2500    153.0000      3.0000     10.0000    987.3940   3316.6062     21.6750      1.1738      1.1372   1773.1015    246.7037    284.7093      1.3645      1.5747      1.0000 
     2.2500    160.0000      3.0000     10.0000    987.3940   3321.9174     21.6854      1.1739      1.1376   1773.8954    248.4794    285.9720      1.3737      1.5809      1.0000 
     2.2500    167.0000      3.0000     10.0000    987.3940   3326.9969     21.6953      1.1739      1.1379   1774.6519    250.1568    287.1668      1.3824      1.5869      1.0000 
